293682775 20000
H 2 134218618
H 2 134217745
H 2 134218466
H 2 134218252
Q 2 134218574
H 2 134218339
H 2 134218287
H 2 134218534
Q 2 134218152
H 2 134218208
Q 2 134218602
H 2 134217938
H 2 134218458
H 2 134218023
H 2 134217733
H 2 134218360
H 2 134217864
Q 2 134218344
H 2 134218633
H 2 134218274
Q 2 134218170
H 2 134218722
H 2 134218087
H 2 134218033
Q 2 134218485
Q 2 134217957
Q 2 134218182
H 2 134218256
H 2 134217810
Q 2 134218000
H 2 134218472
H 2 134217927
H 2 134218181
H 2 134217796
H 2 134218028
H 2 134218674
Q 2 134217840
H 2 134217911
Q 2 134217798
H 2 134217983
H 2 134218102
H 2 134217802
H 2 134218218
Q 2 134218284
H 2 134218488
H 2 134218171
H 2 134217861
Q 2 134218582
Q 2 134218019
H 2 134218124
H 2 134218308
H 2 134218131
Q 2 134217767
H 2 134217946
H 2 134218291
H 2 134218329
Q 2 134218346
H 2 134218527
H 2 134218152
Q 2 134217884
Q 2 134218419
Q 2 134218488
H 2 134218405
Q 2 134218532
Q 2 134217847
H 2 134217872
Q 2 134217769
H 2 134218692
H 2 134218160
Q 2 134218155
H 2 134218543
H 2 134218613
Q 2 134218353
H 2 134218132
Q 2 134218365
Q 2 134218521
Q 2 134218091
H 2 134218352
H 2 134218087
H 2 134217889
Q 2 134218700
H 2 134218264
H 2 134218578
H 2 134218239
H 2 134218250
H 2 134217779
Q 2 134217937
H 2 134218212
H 2 134218516
H 2 134218297
Q 2 134218652
H 2 134218723
H 2 134218250
H 2 134218609
Q 2 134218228
Q 2 134218525
Q 2 134217864
Q 2 134217740
H 2 134218616
H 2 134218715
H 2 134218062
Q 2 134218272
H 2 134218266
H 2 134218031
Q 2 134218251
Q 2 134217990
H 2 134218139
H 2 134218387
H 2 134218430
H 2 134218092
H 2 134218555
Q 2 134218448
Q 2 134217883
H 2 134218188
Q 2 134217866
H 2 134218432
Q 2 134218108
Q 2 134218307
H 2 134218194
H 2 134218644
H 2 134217765
Q 2 134218323
Q 2 134218666
H 2 134218703
Q 2 134217887
Q 2 134218546
H 2 134218205
H 2 134217730
H 2 134218094
H 2 134218480
H 2 134218185
H 2 134217998
H 2 134218227
H 2 134217773
Q 2 134218328
H 2 134218157
H 2 134218523
Q 2 134218624
H 2 134217946
H 2 134218233
Q 2 134217742
Q 2 134218001
H 2 134217953
H 2 134218043
H 2 134218089
Q 2 134218705
H 2 134217908
Q 2 134218157
H 2 134218212
Q 2 134217772
H 2 134218149
H 2 134218040
H 2 134217780
Q 2 134217974
Q 2 134218099
H 2 134218368
H 2 134218298
Q 2 134218635
H 2 134217752
Q 2 134218123
Q 2 134217787
H 2 134218629
H 2 134218172
H 2 134218717
H 2 134217950
H 2 134217858
H 2 134217776
H 2 134218063
H 2 134218513
H 2 134218363
H 2 134218116
Q 2 134218563
Q 2 134218188
Q 2 134218606
H 2 134218658
H 2 134217842
H 2 134218292
H 2 134218005
H 2 134218360
H 2 134217782
Q 2 134218282
H 2 134218029
H 2 134217738
Q 2 134218129
H 2 134218562
Q 2 134218537
H 2 134218398
H 2 134218644
H 2 134218532
H 2 134218060
Q 2 134218670
Q 2 134217832
H 2 134218574
H 2 134218034
H 2 134218425
Q 2 134218593
H 2 134218143
H 2 134218039
Q 2 134218203
H 2 134218437
H 2 134218182
H 2 134217918
Q 2 134218288
H 2 134217730
H 2 134218009
H 2 134218052
H 2 134217893
H 2 134217861
Q 2 134218551
Q 2 134218130
H 2 134218263
H 2 134218220
Q 2 134218190
H 2 134218551
H 2 134218282
Q 2 134218557
H 2 134218261
Q 2 134217916
Q 2 134218467
Q 2 134218077
H 2 134218556
H 2 134218158
Q 2 134218374
H 2 134218530
Q 2 134218703
H 2 134218695
Q 2 134218641
Q 2 134217800
Q 2 134217871
H 2 134217981
H 2 134218655
H 2 134218352
Q 2 134218641
Q 2 134218385
H 2 134217790
H 2 134218469
Q 2 134218132
H 2 134218097
Q 2 134218498
H 2 134218269
H 2 134217767
H 2 134218039
H 2 134218504
Q 2 134217838
H 2 134218657
H 2 134218193
Q 2 134218715
Q 2 134218054
H 2 134218183
Q 2 134218399
Q 2 134218522
H 2 134218594
Q 2 134217954
Q 2 134218111
H 2 134218128
Q 2 134218112
H 2 134218038
H 2 134218228
H 2 134217899
H 2 134218364
Q 2 134218277
Q 2 134218267
H 2 134218726
Q 2 134218727
Q 2 134218082
H 2 134218477
H 2 134218567
H 2 134218668
H 2 134217798
H 2 134218119
Q 2 134218465
H 2 134218617
Q 2 134218302
Q 2 134217773
H 2 134218587
Q 2 134218316
H 2 134217786
H 2 134217963
H 2 134218359
H 2 134218267
H 2 134218479
H 2 134218354
Q 2 134218700
H 2 134218507
Q 2 134217927
H 2 134218257
H 2 134217885
H 2 134218250
Q 2 134218596
Q 2 134218402
Q 2 134218431
H 2 134218157
Q 2 134218193
H 2 134218025
Q 2 134218695
H 2 134218402
H 2 134217849
H 2 134218520
H 2 134218642
Q 2 134218527
H 2 134218397
H 2 134217878
H 2 134218635
Q 2 134218538
H 2 134218058
H 2 134218523
H 2 134218704
H 2 134218254
H 2 134218065
H 2 134218413
Q 2 134218685
Q 2 134218461
Q 2 134217918
H 2 134218606
H 2 134217984
H 2 134217976
H 2 134218289
H 2 134218548
Q 2 134217907
Q 2 134217840
H 2 134218008
Q 2 134218064
Q 2 134218318
H 2 134217969
H 2 134217763
H 2 134218303
Q 2 134218690
H 2 134218066
H 2 134218438
Q 2 134217996
Q 2 134217959
H 2 134218166
Q 2 134217939
Q 2 134218284
Q 2 134218231
Q 2 134218582
H 2 134218094
H 2 134218097
H 2 134218592
Q 2 134218333
H 2 134218134
H 2 134218319
H 2 134218478
Q 2 134217978
H 2 134218419
Q 2 134218522
Q 2 134217974
H 2 134218546
Q 2 134218242
Q 2 134218550
Q 2 134218612
H 2 134218323
Q 2 134217986
H 2 134218446
Q 2 134218255
Q 2 134218674
H 2 134218052
Q 2 134218534
Q 2 134218224
H 2 134218022
H 2 134218658
H 2 134218232
H 2 134218078
H 2 134217858
H 2 134218583
H 2 134218563
H 2 134217861
Q 2 134217919
H 2 134218383
H 2 134217919
H 2 134217906
H 2 134217920
H 2 134218178
H 2 134217770
Q 2 134218208
Q 2 134217852
Q 2 134217981
Q 2 134218390
H 2 134218191
Q 2 134217912
H 2 134218138
Q 2 134218449
H 2 134218032
H 2 134218058
Q 2 134218699
H 2 134218468
H 2 134218090
Q 2 134218063
H 2 134218202
H 2 134217765
H 2 134218423
H 2 134217958
H 2 134218004
H 2 134218709
H 2 134218176
H 2 134218418
H 2 134218337
Q 2 134217858
H 2 134217749
H 2 134218564
Q 2 134218446
Q 2 134217797
H 2 134218686
Q 2 134218695
Q 2 134217836
H 2 134218237
Q 2 134218197
H 2 134218194
H 2 134218063
H 2 134218115
H 2 134218233
H 2 134218618
H 2 134218407
Q 2 134218348
H 2 134218349
Q 2 134218021
H 2 134217858
H 2 134217827
H 2 134218519
H 2 134218008
Q 2 134218047
Q 2 134217892
H 2 134218034
H 2 134218714
Q 2 134218053
Q 2 134217753
Q 2 134218044
Q 2 134218119
Q 2 134218594
H 2 134218465
H 2 134218504
H 2 134217917
H 2 134218492
H 2 134217924
Q 2 134218052
H 2 134218490
Q 2 134218596
H 2 134218344
Q 2 134218612
H 2 134218269
H 2 134217894
H 2 134218216
H 2 134217854
Q 2 134218592
Q 2 134218635
H 2 134218431
Q 2 134217829
H 2 134217805
Q 2 134217863
Q 2 134217905
H 2 134218390
H 2 134218534
H 2 134218499
H 2 134217963
H 2 134218718
H 2 134218210
Q 2 134218531
H 2 134218078
Q 2 134217858
H 2 134218311
H 2 134218593
H 2 134218224
H 2 134218580
H 2 134218299
Q 2 134218576
H 2 134218339
Q 2 134218045
Q 2 134218290
Q 2 134217795
H 2 134217796
H 2 134218542
H 2 134217955
H 2 134218164
Q 2 134218597
H 2 134218653
H 2 134218379
H 2 134218021
H 2 134218267
H 2 134218655
Q 2 134218616
H 2 134217962
H 2 134218472
H 2 134218168
H 2 134218279
H 2 134218084
H 2 134218643
H 2 134218452
H 2 134218519
H 2 134217784
H 2 134217779
H 2 134217946
H 2 134217732
H 2 134218262
Q 2 134218432
Q 2 134218356
Q 2 134218573
H 2 134218139
H 2 134218002
H 2 134218320
H 2 134218390
H 2 134218687
Q 2 134217984
H 2 134217921
Q 2 134217982
H 2 134218408
Q 2 134218546
Q 2 134218383
Q 2 134217906
Q 2 134218149
H 2 134217807
H 2 134217859
Q 2 134217816
Q 2 134218019
Q 2 134218376
H 2 134217932
Q 2 134218037
Q 2 134218484
H 2 134217747
H 2 134218133
H 2 134218328
Q 2 134218539
H 2 134218569
H 2 134218484
H 2 134217733
H 2 134217841
H 2 134218696
H 2 134218285
H 2 134217827
H 2 134218003
H 2 134218722
Q 2 134218381
Q 2 134217774
H 2 134218610
Q 2 134217844
Q 2 134217839
H 2 134217765
H 2 134218242
H 2 134218199
Q 2 134218411
Q 2 134217949
H 2 134218219
Q 2 134218619
H 2 134217857
Q 2 134218149
H 2 134218283
H 2 134218615
Q 2 134218146
H 2 134218679
H 2 134217994
H 2 134218403
H 2 134218272
H 2 134217941
H 2 134218604
H 2 134217774
Q 2 134218497
H 2 134218586
Q 2 134218491
Q 2 134218544
Q 2 134217976
Q 2 134217925
Q 2 134217842
H 2 134218153
H 2 134217884
Q 2 134218506
H 2 134217819
H 2 134217768
H 2 134218231
Q 2 134217801
H 2 134217970
Q 2 134217845
H 2 134218721
H 2 134217740
Q 2 134217816
Q 2 134218423
Q 2 134218682
H 2 134218669
Q 2 134218385
H 2 134218575
H 2 134217891
Q 2 134217998
H 2 134218294
H 2 134218195
H 2 134218229
H 2 134218583
H 2 134218476
Q 2 134217876
H 2 134218696
H 2 134218108
Q 2 134218451
H 2 134218120
Q 2 134218654
Q 2 134218188
Q 2 134218711
H 2 134217873
H 2 134218102
H 2 134218035
H 2 134218651
Q 2 134218460
H 2 134218418
Q 2 134218432
H 2 134218513
H 2 134218619
H 2 134218449
H 2 134218520
H 2 134218371
H 2 134218020
H 2 134217981
H 2 134218122
H 2 134218573
Q 2 134218719
Q 2 134218630
H 2 134218097
Q 2 134217913
Q 2 134218020
Q 2 134218053
Q 2 134217789
Q 2 134218498
H 2 134217970
Q 2 134217874
H 2 134218337
H 2 134217881
H 2 134218417
H 2 134217926
Q 2 134218247
H 2 134218051
Q 2 134218305
H 2 134218690
H 2 134217728
H 2 134218360
H 2 134218545
H 2 134218335
H 2 134218460
H 2 134218638
Q 2 134217810
Q 2 134217811
H 2 134217752
H 2 134218236
H 2 134218361
Q 2 134218090
H 2 134217867
H 2 134218480
H 2 134218200
Q 2 134218443
H 2 134218536
H 2 134218297
Q 2 134217925
H 2 134218335
H 2 134217783
Q 2 134218630
Q 2 134218001
H 2 134217973
H 2 134218092
H 2 134217789
H 2 134218578
H 2 134218017
H 2 134217886
H 2 134218684
H 2 134218258
H 2 134217920
Q 2 134218265
H 2 134218052
H 2 134218494
Q 2 134218301
Q 2 134218228
H 2 134218497
H 2 134218320
H 2 134217944
Q 2 134217980
H 2 134217844
H 2 134217782
H 2 134218122
Q 2 134218344
Q 2 134218584
H 2 134218248
H 2 134217794
H 2 134218187
Q 2 134217976
H 2 134217806
H 2 134218355
Q 2 134218333
Q 2 134218216
Q 2 134218063
H 2 134218019
H 2 134217874
H 2 134217800
H 2 134218131
H 2 134217765
H 2 134218041
H 2 134218052
H 2 134218691
H 2 134217912
Q 2 134218478
Q 2 134218446
H 2 134218163
H 2 134218023
Q 2 134218001
H 2 134217858
H 2 134218439
Q 2 134217831
Q 2 134218365
H 2 134218545
H 2 134218235
H 2 134218644
H 2 134217913
H 2 134218519
Q 2 134218249
H 2 134217763
H 2 134218074
Q 2 134218630
Q 2 134218247
Q 2 134218241
H 2 134218431
Q 2 134217984
H 2 134217870
H 2 134217955
Q 2 134217804
Q 2 134218456
H 2 134218685
H 2 134218164
H 2 134217729
H 2 134218210
Q 2 134217876
H 2 134218475
H 2 134217816
Q 2 134218183
H 2 134218025
H 2 134217818
H 2 134218657
H 2 134218410
H 2 134218534
H 2 134217840
Q 2 134218217
Q 2 134218005
H 2 134218520
H 2 134218071
Q 2 134218319
H 2 134218301
Q 2 134218434
Q 2 134218583
H 2 134218606
H 2 134218553
Q 2 134218377
H 2 134217738
Q 2 134217846
Q 2 134218511
H 2 134218285
H 2 134218341
Q 2 134218619
Q 2 134218152
H 2 134217766
H 2 134218053
H 2 134218116
H 2 134217831
Q 2 134218005
H 2 134218496
H 2 134218645
Q 2 134218213
H 2 134217935
H 2 134218624
H 2 134218462
H 2 134217920
H 2 134218661
H 2 134217955
H 2 134218698
Q 2 134218343
Q 2 134218358
Q 2 134218670
H 2 134218385
Q 2 134217792
H 2 134218419
Q 2 134218565
Q 2 134218270
H 2 134217891
H 2 134218010
H 2 134217740
H 2 134217801
Q 2 134218524
H 2 134218485
H 2 134218354
Q 2 134218438
H 2 134218125
Q 2 134217752
Q 2 134218657
H 2 134218220
H 2 134217737
H 2 134218654
Q 2 134218247
Q 2 134217880
H 2 134218642
Q 2 134217901
H 2 134218528
H 2 134218527
H 2 134217772
H 2 134218725
H 2 134218313
Q 2 134217887
H 2 134217992
H 2 134218316
Q 2 134218390
H 2 134218087
H 2 134218474
H 2 134218205
H 2 134218173
H 2 134218474
H 2 134218243
Q 2 134217813
Q 2 134217761
H 2 134218601
H 2 134218368
H 2 134218333
H 2 134217785
Q 2 134218229
Q 2 134217768
H 2 134218402
H 2 134218350
Q 2 134217977
H 2 134218370
H 2 134218248
Q 2 134218616
Q 2 134217886
Q 2 134218493
H 2 134218243
Q 2 134218698
Q 2 134218349
Q 2 134218271
Q 2 134218476
H 2 134218129
H 2 134218177
H 2 134217767
Q 2 134218347
H 2 134217729
H 2 134218017
H 2 134217746
Q 2 134218175
Q 2 134218256
H 2 134218011
Q 2 134217985
H 2 134217831
H 2 134217929
H 2 134217932
H 2 134218001
H 2 134218540
H 2 134218578
Q 2 134218113
Q 2 134217858
H 2 134218629
H 2 134217822
H 2 134218401
Q 2 134217785
H 2 134217826
H 2 134218644
Q 2 134218345
Q 2 134218335
H 2 134218201
H 2 134218222
H 2 134218342
H 2 134218335
H 2 134218588
Q 2 134218539
H 2 134218646
Q 2 134218404
H 2 134218249
Q 2 134217870
Q 2 134217920
H 2 134217856
Q 2 134218561
Q 2 134218509
H 2 134217983
H 2 134218182
H 2 134217962
H 2 134217986
H 2 134218636
H 2 134218537
H 2 134218437
Q 2 134218293
H 2 134217825
H 2 134217786
H 2 134218424
H 2 134218216
Q 2 134218430
Q 2 134218423
H 2 134218348
H 2 134218450
Q 2 134217855
Q 2 134218422
H 2 134218632
H 2 134218037
H 2 134218468
H 2 134218198
Q 2 134218581
H 2 134218528
Q 2 134218456
H 2 134217951
H 2 134218512
Q 2 134218613
H 2 134218619
Q 2 134218669
H 2 134217979
Q 2 134218012
Q 2 134217952
Q 2 134217744
H 2 134218252
Q 2 134217830
H 2 134217864
H 2 134217935
H 2 134217733
H 2 134218339
H 2 134218485
Q 2 134218329
H 2 134218162
H 2 134218220
H 2 134218543
H 2 134218338
H 2 134218623
H 2 134217842
H 2 134217866
Q 2 134217860
H 2 134217775
Q 2 134218230
H 2 134218374
H 2 134218315
H 2 134218357
H 2 134218462
Q 2 134217918
H 2 134218376
Q 2 134217935
Q 2 134217839
Q 2 134218090
Q 2 134218199
Q 2 134218430
H 2 134217997
Q 2 134218022
Q 2 134217737
H 2 134218136
H 2 134217972
H 2 134218456
H 2 134217771
Q 2 134218294
Q 2 134218043
Q 2 134217829
H 2 134218341
H 2 134218374
H 2 134218443
H 2 134218213
Q 2 134217740
Q 2 134218305
H 2 134218708
Q 2 134218210
Q 2 134218368
Q 2 134218486
H 2 134217969
H 2 134218325
Q 2 134218687
Q 2 134218438
Q 2 134218095
H 2 134218425
H 2 134218496
Q 2 134218470
H 2 134217882
Q 2 134218694
Q 2 134218544
H 2 134218297
H 2 134218544
H 2 134217751
Q 2 134218305
Q 2 134218659
H 2 134218540
H 2 134218101
H 2 134217774
H 2 134218062
H 2 134217813
H 2 134217978
H 2 134218368
H 2 134218433
H 2 134217876
Q 2 134218686
H 2 134217916
H 2 134217972
Q 2 134218553
H 2 134218333
H 2 134218587
H 2 134218470
Q 2 134218342
H 2 134218431
H 2 134218232
H 2 134218727
H 2 134218026
H 2 134217824
H 2 134218510
Q 2 134218686
Q 2 134217856
H 2 134218637
H 2 134218720
H 2 134217812
Q 2 134218350
H 2 134218245
H 2 134218278
H 2 134217951
H 2 134218279
Q 2 134218101
Q 2 134218055
H 2 134217904
H 2 134218209
H 2 134217898
H 2 134218033
H 2 134218101
H 2 134218359
Q 2 134218132
H 2 134218075
Q 2 134218047
H 2 134218032
H 2 134217837
H 2 134218467
H 2 134218349
Q 2 134218054
Q 2 134217958
H 2 134218488
H 2 134218512
Q 2 134218008
H 2 134218506
Q 2 134217770
H 2 134218534
H 2 134218096
Q 2 134218281
H 2 134218357
Q 2 134218359
Q 2 134218030
H 2 134218295
Q 2 134217802
H 2 134218594
Q 2 134218316
H 2 134218682
H 2 134217806
Q 2 134217993
Q 2 134218175
Q 2 134218479
H 2 134218112
Q 2 134218289
Q 2 134217884
H 2 134218334
H 2 134218503
H 2 134218107
Q 2 134218185
H 2 134218169
H 2 134218650
H 2 134218365
H 2 134217888
Q 2 134218017
H 2 134217838
Q 2 134217930
H 2 134218640
Q 2 134217786
H 2 134218708
H 2 134218350
H 2 134218483
Q 2 134217834
H 2 134217937
H 2 134218403
H 2 134217744
Q 2 134218541
H 2 134218172
H 2 134218255
H 2 134218699
Q 2 134218612
Q 2 134218139
H 2 134218427
H 2 134217736
Q 2 134218689
Q 2 134218230
Q 2 134218221
H 2 134218524
H 2 134218692
H 2 134218642
Q 2 134218575
H 2 134218132
H 2 134218394
H 2 134218087
H 2 134217838
Q 2 134218316
Q 2 134218641
H 2 134217819
H 2 134218268
Q 2 134218442
H 2 134217821
H 2 134217909
Q 2 134218318
H 2 134217816
Q 2 134218654
Q 2 134217859
H 2 134217863
H 2 134217877
Q 2 134218008
H 2 134217836
Q 2 134218443
Q 2 134218020
H 2 134218113
Q 2 134218014
H 2 134218453
H 2 134218603
Q 2 134218646
H 2 134217930
H 2 134217809
Q 2 134218270
H 2 134218527
H 2 134218083
H 2 134218491
H 2 134218682
Q 2 134218494
Q 2 134218651
H 2 134218542
H 2 134218658
Q 2 134218172
Q 2 134218350
H 2 134218430
H 2 134218014
H 2 134218693
Q 2 134218572
H 2 134217775
H 2 134218511
H 2 134217951
H 2 134218603
Q 2 134218435
H 2 134218124
H 2 134218334
Q 2 134218555
H 2 134218359
H 2 134218559
Q 2 134218259
H 2 134218008
H 2 134218631
Q 2 134218569
H 2 134218088
H 2 134217836
H 2 134218046
Q 2 134217730
H 2 134218702
H 2 134217730
Q 2 134217815
H 2 134217954
H 2 134218303
Q 2 134218596
H 2 134217799
H 2 134217851
H 2 134218644
H 2 134218199
H 2 134217936
H 2 134218340
H 2 134217793
H 2 134218281
H 2 134217903
H 2 134218600
H 2 134218084
Q 2 134218033
H 2 134218271
Q 2 134217797
H 2 134217777
H 2 134218544
H 2 134218516
Q 2 134218677
H 2 134217969
Q 2 134218384
H 2 134218441
H 2 134217808
H 2 134218366
Q 2 134217956
H 2 134217843
H 2 134218128
H 2 134218537
H 2 134218408
H 2 134218355
H 2 134218220
H 2 134218500
H 2 134218492
H 2 134217848
Q 2 134217982
H 2 134218168
H 2 134218286
H 2 134218690
Q 2 134218557
H 2 134218201
H 2 134218469
H 2 134218040
H 2 134218499
H 2 134218029
H 2 134217934
H 2 134218604
H 2 134217896
Q 2 134218512
H 2 134217795
Q 2 134218113
Q 2 134218653
Q 2 134218547
H 2 134217951
Q 2 134218212
H 2 134218114
H 2 134217752
Q 2 134218683
Q 2 134218192
Q 2 134218305
Q 2 134218664
H 2 134218556
H 2 134217768
H 2 134217904
H 2 134218686
H 2 134218594
Q 2 134218313
H 2 134218219
H 2 134218009
H 2 134218379
Q 2 134218213
H 2 134218648
H 2 134218077
H 2 134218486
H 2 134218138
H 2 134218009
H 2 134218378
Q 2 134218169
Q 2 134217816
H 2 134217965
Q 2 134218028
H 2 134218524
H 2 134218663
Q 2 134217847
H 2 134217986
H 2 134218667
H 2 134218655
Q 2 134218198
H 2 134218063
H 2 134217792
Q 2 134218469
H 2 134218484
H 2 134218636
Q 2 134218230
Q 2 134218397
Q 2 134217743
H 2 134218075
H 2 134217775
H 2 134218131
H 2 134217882
H 2 134218277
Q 2 134218399
H 2 134218176
Q 2 134218213
H 2 134217966
H 2 134218534
H 2 134217995
H 2 134217777
Q 2 134218340
H 2 134218218
H 2 134218141
Q 2 134218005
Q 2 134217732
H 2 134218259
H 2 134218364
H 2 134218540
Q 2 134218284
Q 2 134218414
H 2 134217866
H 2 134218084
Q 2 134218570
H 2 134218675
Q 2 134217971
Q 2 134218041
Q 2 134218619
H 2 134217870
H 2 134218130
H 2 134217928
H 2 134217965
H 2 134217985
H 2 134218460
H 2 134218444
H 2 134218238
Q 2 134218345
H 2 134218331
Q 2 134217772
Q 2 134217795
Q 2 134218429
H 2 134218333
Q 2 134217835
Q 2 134218274
H 2 134218714
H 2 134218195
H 2 134218327
H 2 134217880
H 2 134218681
Q 2 134217730
H 2 134217859
H 2 134218435
Q 2 134218615
Q 2 134218557
H 2 134217949
H 2 134218625
H 2 134218572
H 2 134218305
Q 2 134218664
Q 2 134218631
H 2 134218533
H 2 134218312
H 2 134218195
Q 2 134218107
Q 2 134218098
H 2 134218238
H 2 134218456
H 2 134218539
H 2 134217905
H 2 134218583
H 2 134217926
H 2 134218644
Q 2 134218137
H 2 134218719
H 2 134218136
H 2 134218388
H 2 134217904
H 2 134217976
H 2 134218395
H 2 134217880
H 2 134218317
H 2 134218192
Q 2 134218548
Q 2 134217743
Q 2 134218150
H 2 134218593
Q 2 134218120
H 2 134217732
H 2 134218644
H 2 134218231
H 2 134218498
H 2 134217840
H 2 134218426
H 2 134218365
H 2 134218200
Q 2 134217798
Q 2 134218369
Q 2 134218321
H 2 134218622
Q 2 134218141
H 2 134217847
H 2 134218219
H 2 134218658
Q 2 134218137
H 2 134218708
Q 2 134218105
Q 2 134218174
H 2 134217811
Q 2 134218188
H 2 134218638
H 2 134218290
H 2 134217756
H 2 134217847
H 2 134217799
Q 2 134218503
H 2 134218126
Q 2 134217980
H 2 134218381
H 2 134217773
H 2 134218476
H 2 134218665
H 2 134217894
H 2 134218230
Q 2 134218260
Q 2 134217837
H 2 134218099
H 2 134217984
Q 2 134218252
Q 2 134218135
H 2 134218483
Q 2 134218495
H 2 134218458
Q 2 134218324
Q 2 134217911
H 2 134218104
H 2 134218123
H 2 134217877
H 2 134217828
Q 2 134218135
H 2 134217981
H 2 134218278
H 2 134217876
H 2 134218475
Q 2 134218381
H 2 134218336
H 2 134218445
H 2 134218469
Q 2 134218426
H 2 134218448
H 2 134218321
H 2 134218700
H 2 134218359
H 2 134218494
Q 2 134217820
H 2 134218236
H 2 134218597
H 2 134218206
H 2 134218705
H 2 134218666
H 2 134218071
H 2 134217883
H 2 134218278
H 2 134217777
H 2 134218220
H 2 134218639
Q 2 134218643
H 2 134218249
H 2 134217993
Q 2 134218460
H 2 134218303
Q 2 134218050
Q 2 134218028
Q 2 134218574
H 2 134217843
Q 2 134217798
Q 2 134218546
Q 2 134217927
Q 2 134217948
Q 2 134218340
Q 2 134218330
H 2 134217746
Q 2 134218589
Q 2 134217846
H 2 134217735
Q 2 134218440
Q 2 134218619
Q 2 134217740
H 2 134218330
Q 2 134218358
H 2 134218224
H 2 134218054
H 2 134217934
H 2 134218716
H 2 134218713
H 2 134217790
Q 2 134218074
H 2 134218408
H 2 134218088
Q 2 134218459
Q 2 134217827
H 2 134218657
H 2 134217866
H 2 134218336
H 2 134218391
H 2 134218325
Q 2 134217769
H 2 134218723
Q 2 134217891
H 2 134218452
H 2 134217971
H 2 134218630
H 2 134218142
H 2 134217754
H 2 134218282
H 2 134218001
H 2 134218108
H 2 134218592
H 2 134217818
H 2 134218583
H 2 134218164
H 2 134217732
H 2 134217847
Q 2 134218268
H 2 134218441
H 2 134218125
H 2 134217876
Q 2 134218237
H 2 134218517
H 2 134217935
H 2 134218532
H 2 134218720
Q 2 134218017
H 2 134218285
H 2 134218237
H 2 134217792
Q 2 134218199
Q 2 134218394
H 2 134218040
H 2 134217794
H 2 134218673
H 2 134218287
H 2 134217795
Q 2 134218699
H 2 134218319
H 2 134218664
Q 2 134217879
Q 2 134218344
H 2 134217828
Q 2 134218263
Q 2 134218562
Q 2 134217987
H 2 134218113
Q 2 134218616
Q 2 134218382
H 2 134218581
H 2 134218273
Q 2 134217979
H 2 134217776
H 2 134218439
Q 2 134218427
H 2 134218141
Q 2 134218113
Q 2 134218167
H 2 134217876
H 2 134218311
H 2 134218217
H 2 134218066
Q 2 134217891
H 2 134218029
H 2 134217887
H 2 134217780
Q 2 134218530
H 2 134218264
H 2 134217850
Q 2 134218057
H 2 134218395
Q 2 134218589
H 2 134218708
H 2 134218432
H 2 134218633
H 2 134218308
H 2 134217842
Q 2 134218562
Q 2 134218347
Q 2 134218218
Q 2 134218253
H 2 134218416
H 2 134217797
H 2 134218232
H 2 134218499
H 2 134218562
Q 2 134218070
Q 2 134218025
Q 2 134218351
Q 2 134218017
H 2 134218099
H 2 134218319
Q 2 134217756
Q 2 134218190
H 2 134218594
H 2 134217863
H 2 134217926
