123051033 56429
Q 40815448 263166988
H 477955090 1216429650
H 140664528 329459454
Q 674898456 1030015995
Q 30215160 192271600
Q 3511904 531722782
Q 30203494 53510402
H 93917664 403460940
Q 488871976 658420966
H 211749798 264449806
Q 529837830 973249674
H 113736204 227990556
H 500059233 521760305
H 495369324 795329556
H 160456779 561452491
Q 399450623 412438679
H 67554348 245816254
H 9334259 223246984
H 168519450 363276384
Q 98695212 245847248
H 186069290 467924338
H 5287808 199451302
H 419903118 732417243
Q 267205410 333944840
Q 52700580 221645774
Q 65172880 201037096
H 149451805 187443901
H 86588928 181797552
H 65100648 495226506
H 657090080 1427834160
Q 660035148 930112055
H 73776600 276705606
H 143453895 268262169
Q 38157912 39990224
H 304797402 954230214
H 5539305 433756479
Q 424185080 462263666
H 384100024 450967312
H 50636591 377585255
Q 247967326 822177070
Q 222573408 608359236
Q 306705176 347282532
Q 93281256 293581860
H 45104752 878683330
H 268593052 603470777
H 463120011 985028346
Q 182069139 385133057
Q 228069996 230721846
H 313891992 325516676
H 768501384 787460100
H 373757094 407145241
Q 404414703 466312065
H 208759520 515841680
H 341895426 519088150
H 35949536 263077625
Q 268418304 492093304
H 504506112 968466939
Q 181437048 568886841
Q 93063740 699636755
H 34962510 88112180
Q 262221219 486534484
H 46566030 302613900
Q 239016056 1029785588
H 49093920 377062926
H 222120165 413421897
H 313895280 314853000
H 29794115 666108665
Q 538544709 1503219303
Q 731806465 781702492
Q 15714288 177632279
H 179885400 800499524
H 8243011 21761802
H 210428820 415567460
H 126235032 470389692
H 149125305 286050718
H 114091350 325824522
Q 21749156 199434348
H 45003097 143130871
H 246876994 293860873
H 49839886 201290836
Q 256876358 307829633
Q 242061600 1211089710
Q 582218274 809458950
Q 158994216 279885375
H 297827250 318435750
H 115449135 262347040
Q 107071422 133385724
H 16523369 209460091
H 350649740 461414240
Q 9056342 16183413
H 125300952 321345368
Q 312086151 675685359
H 166697986 692192776
Q 541104556 596986368
H 102421917 115548021
H 135937368 537073038
H 363420441 375602616
Q 362657492 630929689
Q 260275491 353245401
H 20544282 144801926
H 514068890 664429708
Q 659560840 1262722285
Q 145545720 335328755
Q 161036226 947292605
H 90544928 896460773
H 187577909 742013859
Q 506015524 622117874
H 465931932 759412252
H 130436540 330881468
H 52522393 116297313
H 117990735 936153985
H 173057563 208029115
H 198674640 282881862
Q 121022496 419534742
H 261216976 774804424
H 80933985 152363537
H 205500672 211783256
H 25497371 217038053
Q 163790649 386498247
H 42223563 88343763
H 763031300 847614227
Q 77739343 494265687
H 289873024 336324112
Q 354352320 403844695
H 365913706 1089681322
Q 2393898 173254920
H 79480456 806146534
Q 73341840 335182468
H 490931049 632837649
H 559965738 675728403
Q 952001712 1122357268
H 166722264 625607264
Q 484862625 502246285
H 243300524 860731602
Q 28260788 106357558
H 44986050 446565798
H 77629658 193122203
H 178512080 310450712
H 147609742 825792698
H 6622551 300050607
Q 379422000 678828898
H 144099294 169443474
Q 350198002 1353845738
H 86394825 668458845
H 751616046 886251898
H 131953874 604571509
Q 174773404 441202775
H 94202005 781902445
Q 315444400 444480571
Q 336525835 836076987
H 303597205 573624304
H 145804887 762432201
Q 112712016 154260732
H 599577697 624495761
H 155694822 306879702
Q 270715000 390407020
H 195174189 346042967
H 688718104 758033904
H 27274812 148355046
H 492870105 531964917
Q 480929218 1103433786
Q 4456320 313318168
Q 390985991 626959127
H 79267440 181812585
H 157241974 317604940
H 286466608 377175072
H 90819646 936901490
H 139006336 831365436
Q 356416116 1163244922
H 164643028 214459291
H 212518496 314183056
Q 443938614 547905057
H 2837517 393614853
H 48879431 295238895
H 230841726 231008076
Q 236917460 618651232
H 683725329 1437700689
H 146206596 244294310
Q 460472565 467151898
H 2152952 264525488
H 161257669 696531359
H 8461980 593046155
Q 61475853 86546253
H 542265192 627389649
Q 68626194 108329428
H 46618150 80448750
Q 373746282 606593726
H 204753000 987481440
H 32141992 347516464
H 116349255 234345235
Q 318434065 460603069
H 234106054 270431014
H 173658590 1025328770
H 381969280 925265330
H 573431440 703855240
Q 436620762 645475212
H 288245941 295205084
Q 80283060 576159078
H 525516289 865239169
H 23823964 193261498
H 145580112 240569604
H 792892932 967272438
H 120614450 242731442
Q 501553437 1141496363
Q 353627387 390992312
H 611578131 848729235
H 106932864 293096113
H 260779953 266133392
H 244188456 408802528
H 138411990 561247409
H 180128529 890597136
Q 46778740 205730132
H 115083228 131393766
H 131638620 135842353
H 537588315 716115615
Q 39533307 305161278
H 48665892 51897252
Q 216229608 304707844
Q 109403024 802724348
H 8740055 334964195
Q 206624169 766696802
H 484598800 540088452
Q 47212728 155723109
Q 166641600 248731320
H 367660513 945821507
Q 178544239 556611439
H 406745625 419007205
H 20913548 234388103
H 25684620 362657515
Q 222577874 437163842
H 161910632 162220151
H 844270687 1361210383
Q 145545217 680980627
H 64832250 686965210
H 642492785 694269075
H 501606225 1024903183
H 208574328 425741076
H 32054599 991372967
H 41693988 169485288
H 627569382 740465646
H 79422330 87515650
Q 259647570 404952600
Q 853832772 872049028
Q 8551158 80515266
H 607958668 764549362
H 59754112 752836706
Q 111482232 237297108
H 108254342 388583205
H 524408418 566089288
H 487972080 605632653
H 55186326 1027940047
H 649660938 699469134
H 899590973 1096257461
H 424901987 559280779
H 156116751 160580177
H 485735495 698019952
H 137671995 849714018
Q 231708260 470810343
Q 505474056 509904776
H 64616076 68809911
H 71182891 230835091
H 154890953 311840723
Q 291313149 366072879
H 828426544 1277205088
Q 874520832 1389903956
H 273920130 553571450
H 344577288 365045356
Q 464268110 465317222
H 374753264 388891031
H 66159603 194102979
Q 118065924 826338874
H 324974328 1180108578
Q 349100108 350884156
H 541175520 1380660540
H 407785134 802424838
H 22043580 371372482
H 23322887 555931310
H 254095875 329252307
H 368851000 1179815650
Q 81139326 425308338
H 593714490 683313012
Q 470267241 823813429
H 22523878 431996630
Q 26619274 385298614
H 262287495 359621420
H 219088240 698147929
H 224139384 809143884
H 240700586 273431066
H 109805136 481675036
Q 317778650 425625488
H 63362672 191147888
Q 89874829 529965849
Q 463588180 544121644
Q 1771560 103860470
Q 46808034 147537474
H 197553024 202901640
H 330752730 520427865
Q 688603526 688627378
H 69275250 230820656
Q 614995740 1517238080
Q 52518780 293289768
H 105120135 116809637
H 35155287 623490867
H 11358480 44165930
Q 161283199 259488383
Q 18044390 540453490
Q 117513288 451205070
Q 100490500 238239775
Q 318029892 370438305
H 16221456 262633106
H 49680475 570628645
Q 245714475 450368958
H 255379848 499370166
Q 172017480 182198000
Q 437431624 531429954
Q 162603652 381820180
Q 108672265 973839414
H 600864732 774290673
H 426072210 430583046
H 432202812 511074397
H 737827204 1626077932
H 58965623 102626903
H 194310996 389775732
Q 310204080 372747012
H 377151390 440338550
H 653167312 1468615894
H 214841360 351360560
H 960499690 1299868100
H 2430624 171118722
Q 608922426 719797711
Q 115373832 160116535
H 181383830 802873598
H 20097345 327545497
H 845488098 1083682149
Q 738559509 800329263
Q 702744 113799816
Q 84902472 179787132
Q 308907220 367674556
H 14317037 752424902
H 279603370 545119138
Q 690357624 862115694
Q 1341360 12656981
Q 253920096 324165392
H 333266040 665696216
H 2653530 85975262
H 132711352 482750800
H 20827718 55466672
Q 234470636 369243274
H 199237110 318419969
H 147745260 198076016
H 67938094 299639352
H 27492580 87641119
Q 97589855 893216223
Q 243895470 631842513
Q 119278104 563106118
H 377914896 405287980
H 121849150 138717958
Q 228698598 389614481
H 471690296 519798981
H 137300409 397612776
Q 84672216 789167832
H 110264088 184680798
Q 82502728 465795506
H 18645894 142757574
H 237621 484420383
H 241066112 969319115
H 414611274 769691997
H 325949024 820199144
H 133063532 335177954
Q 212295395 226887395
H 548673588 843773228
Q 60081876 409460451
Q 102427416 225823416
H 169197906 1062699570
H 142025744 872928476
H 387786440 461452040
H 141610495 665383940
H 73302114 376420494
H 144046782 819481758
Q 480286407 722984067
Q 718901456 1162396196
H 161130788 1151319249
H 211200696 226861296
H 645741600 832708648
Q 533799620 660621044
Q 176670816 190922500
H 256034880 839635688
H 57478012 384295912
H 363193584 948891428
H 403204096 955447946
H 568988160 637703275
Q 388330416 704874144
Q 543108920 1075960325
Q 113361468 226507028
H 345782342 462445556
Q 34371776 72817736
Q 676924635 892463861
Q 23601732 159976068
Q 709172904 721676544
H 244614851 843489618
Q 453284640 479968734
Q 306088621 466482975
H 144857830 490927340
H 163495817 534843733
Q 207457035 544385962
H 320678186 379525689
Q 30256524 222472338
H 374972903 1209026987
H 96204510 257478560
Q 162145645 218262595
Q 231513480 298275672
H 180556406 482515886
Q 793378292 793844210
H 12125904 190831057
H 3040730 29640590
H 190933596 242936250
H 867555713 943504913
H 894170785 1159439453
H 107563335 311175720
H 2660640 141290732
Q 324546758 687797768
H 460376370 467162261
H 199577664 1049066427
H 20299488 387904250
Q 315500370 899007786
H 439504890 588996771
H 498998544 579323448
H 64322712 84967182
Q 581446305 584985106
Q 916721463 1559507893
H 483513767 492502534
H 144847468 248814858
Q 760066048 980332176
H 32482940 145809140
Q 102904590 732133190
H 274040205 325279361
H 31628763 578117595
H 61902852 128375922
H 512396607 800352412
Q 32868368 132515264
H 596617275 916594155
H 658688868 716419328
H 79377980 515785914
H 49138560 76791900
H 57429000 383541066
H 99717918 324375966
Q 13675412 70036214
Q 755650455 1515696983
H 464130000 542765700
H 620844268 1209021340
H 17984304 155037360
Q 523340853 729502883
Q 781217921 945012861
Q 63298413 358285843
H 672946946 987026966
Q 15290351 205910578
Q 141026760 341947452
H 140676410 152014385
H 443025136 1121713024
H 89865558 117485114
H 208016656 309023710
H 343543200 439628145
Q 226188900 994663428
H 40470066 69756323
H 132887980 410835754
Q 18423862 34314214
H 572788188 590481676
H 59228370 123620879
H 304128594 372662514
H 168585556 273810578
Q 434702751 773790939
H 445692260 758951920
H 116633020 116836039
H 43010516 451127426
H 25943400 288792720
H 463729578 659582288
Q 50305981 719137648
Q 544099308 917733783
H 92280687 866230103
Q 835912376 836505710
H 428683128 511254876
H 537623100 994659780
Q 316841700 400277616
H 233592564 922348234
Q 912534752 1409888224
Q 965422074 1041673824
H 353963714 440998730
H 50078888 61924386
Q 51270723 267918723
H 367679840 697731738
H 648913576 1101844288
H 680086134 1078111899
H 10984023 377969823
Q 287671480 365441290
Q 45626570 444490425
Q 205050092 306826754
H 148375652 438658190
Q 465216608 877853265
H 4284114 707461543
H 276389328 911809663
H 348406480 1060514851
Q 67928800 217224596
Q 333280960 457155610
Q 423817044 902844992
Q 64108608 679510486
H 444792733 587040215
H 99603090 433351288
H 435602167 438766580
H 71565158 166503602
H 228325776 415300758
Q 44649111 374848491
H 421824516 457864016
H 361144056 391640630
H 190730266 674756362
H 82462860 264067173
H 37025390 87120258
H 717600264 1442057824
H 404882267 529483759
H 22377780 410688192
Q 85589196 151167738
Q 105469056 692368497
H 539588882 658824194
H 591253368 731524213
Q 191846496 226107470
H 108721634 204430793
H 645237625 1031230617
H 228516728 758763065
H 177351204 804637206
H 22538934 252514770
Q 775692796 1100654546
H 669381999 873710669
H 271877128 639546396
H 4881699 378240034
H 346786246 358485256
H 308691087 1266417095
Q 110096688 378185509
H 97579830 410594690
H 261371336 421736156
Q 306668795 682117730
Q 562279039 580008751
Q 188444385 758244847
H 136363132 160394968
Q 702471750 872133862
H 362765350 393456747
Q 45577758 169244400
H 798854850 1062363874
H 245743200 440934466
Q 54280625 158260220
Q 53795403 121121649
Q 41652632 199097942
Q 106871420 326188364
Q 322728094 1117775599
H 128781072 248641408
H 64583055 609610709
Q 431703279 853556667
H 542640238 675556462
H 177208120 233987392
H 62993700 374388204
Q 656271915 675065283
H 482705691 844056971
H 19267248 399439478
Q 290084848 806644648
H 205678410 715838512
H 23129730 114645810
H 92154105 119639045
Q 131013750 277555755
H 591536394 844243344
H 729176130 920408682
H 142213462 612320538
H 171791559 643671819
H 95306139 784162881
H 2055861 413082825
H 210314712 558455817
H 193908512 594107776
Q 43922988 106392808
H 8714114 520179698
H 379566540 1022030916
H 123930534 287724214
H 455390016 888663508
H 334076292 505600068
H 79377522 215529863
H 4028634 71937034
H 480259013 694659413
H 810936000 1709522697
Q 154545544 526811724
H 394445618 1380301886
H 43066984 656761570
H 20073235 107112727
Q 45934464 221504725
H 350844298 354934098
H 184395840 399564180
H 76283912 360530838
Q 317941266 778110018
H 26111714 304894439
H 17616880 206930160
H 103365188 269188287
Q 77978923 118632011
Q 369072754 559599754
H 741982230 958740308
H 593817338 965020087
Q 279180 222356262
H 176110767 712549847
Q 630464256 1323351311
Q 92333098 354565918
H 184300330 361649290
Q 42385188 322323121
H 715860342 1558120881
H 327853311 615964147
H 392581002 743659914
Q 27895367 171490775
H 2891900 54690951
H 157557780 433212076
H 367348410 826127340
Q 364216230 824890794
H 470355184 628458108
Q 635292672 640014675
Q 543065761 696628287
H 349802388 671830633
H 74334688 305310780
H 337722210 481198410
H 196037248 759743104
H 556205649 582502242
H 395688130 533081842
H 83239542 693291182
Q 238065525 697730115
H 295010857 446636053
H 225029639 1141527488
H 109982530 187563712
Q 970210472 1033800936
H 302665020 506524983
H 482563116 918528898
H 440740446 446016326
H 115310517 702589717
H 40385241 374730165
H 689090259 900901803
Q 251453902 378603250
Q 503254215 504667965
H 143319360 284761609
H 410551323 1304464707
H 104958815 431723175
H 151816392 584237069
H 133086100 1083946413
H 672345533 680945201
H 7838820 714495645
Q 21233993 250781621
H 123882314 980266542
H 179839663 555255515
H 351189404 671172903
H 258738810 639960427
H 531350064 1480621464
H 8317228 244276237
Q 6860349 414382037
Q 24278364 254755143
H 543432316 667958746
H 169695630 193219340
Q 423787520 440459534
H 123692730 253961793
H 412942257 472445151
H 133342525 302395899
H 821859148 879978893
Q 138828074 200566634
H 59394713 579661203
H 512507682 634629654
Q 320246255 408466199
H 329707194 967426402
Q 173015794 254266544
H 860622670 891968490
H 73665265 375894633
H 299876632 1259515600
H 149631948 426291228
H 874890275 1003938117
H 262029754 284761666
H 77323356 490696458
H 11200380 55812094
Q 217306047 228637821
H 29507688 518860362
Q 389338330 694352270
H 451641210 568138887
H 499879625 715988039
Q 25924560 239693616
H 85967336 219049481
H 20871018 218507808
H 83450058 160931126
Q 683285694 825707722
H 967426420 1256710090
H 708033784 941017108
H 450363975 508295940
H 174232269 939547875
Q 54050985 996711529
Q 242237184 644717682
H 253459602 424429506
H 464623488 707660736
Q 78658328 699702311
Q 53785086 96143390
H 202561040 770944355
H 227613825 625540725
H 163865600 383248998
Q 83427062 212407018
H 15451997 187338481
Q 1051152472 1322031808
Q 145793700 261266860
Q 54488040 253140435
H 909030288 1011229932
H 26317304 186607940
H 113487275 670750687
H 406603022 660978442
H 661911894 723624762
Q 251352515 331330545
Q 443990813 716620117
H 748547995 782524425
Q 614324166 970849566
Q 559067265 1001723014
H 549953120 633050604
Q 3327870 858480390
H 82469306 187409655
H 446265974 480620846
H 60984224 490419932
H 297803816 1072590396
H 261405736 554084603
Q 806133744 873899728
Q 116909532 172028982
H 518243436 694724108
H 642517719 671367514
H 21016992 126484830
H 283624149 419132801
H 577693202 1221993005
H 215331987 1174131207
H 205203174 444750599
H 179782900 891359395
Q 19902384 58450432
Q 354210324 383733268
Q 641734870 686219526
H 528827910 639550610
Q 25993580 409072610
Q 175774617 386471817
Q 186357600 371662020
